low_rms,low_peak,low_crest,low_kurtosis,mid_rms,mid_peak,mid_crest,mid_kurtosis,high_rms,high_peak,high_crest,high_kurtosis,degradation_mid_to_baseline_ratio,degradation_late_to_baseline_ratio,degradation_early_rate,degradation_mid_rate,degradation_late_rate,degradation_early_stability,degradation_mid_stability,degradation_late_stability,failure_type,channel,sample_number
0.03760734207341143,0.14104328369887997,3.7504188257589797,-0.17937981759992727,0.036676071499065904,0.1736277458064934,4.734087886455219,-0.035649517858011404,0.0409788202461113,0.17920934453038015,4.373218737242351,0.09085626735951813,0.9376781699770552,0.9406318966427434,-2.018557707960296e-05,-2.197533878647284e-05,9.278853980139752e-06,0.09194328671608785,0.09124140191125824,0.09124020096218906,inner_race,Ch5,0
0.03539505475354854,0.13317231523377976,3.762455409690489,-0.07988695394697798,0.03947248684444475,0.19553499033556077,4.953703350542248,0.12534193107262537,0.042162244037086384,0.21872304944999438,5.18765199635966,0.19410621575808706,0.9297181710783579,0.9446892040383614,-4.851049975581957e-05,3.296300817970884e-06,-5.046394269900749e-05,0.09488707856510296,0.0958043390985671,0.09559788894450076,inner_race,Ch6,0
0.0367643210894687,0.1435697772120467,3.9051388127815283,-0.0584525621021208,0.03736271485845646,0.15452780502871116,4.1358826737863845,0.013881354917469668,0.04130623918125145,0.1860943467790313,4.505235781995324,0.15834143130501177,0.9650149063797253,0.9617514098202514,-2.8487709588148843e-05,2.319619094127747e-06,2.1162298551195893e-06,0.09370370405473849,0.0933611582872228,0.0914327063941948,inner_race,Ch5,20
0.03473081966161218,0.15300872425390566,4.4055604141996545,0.08814754920768442,0.0400950352855223,0.17444192770537958,4.350711415095521,0.07391890838301363,0.04287523206071451,0.17674629427989555,4.122340236657138,0.08519830696568498,0.9498292499609066,0.9308374066171314,4.053394107113793e-05,3.052130387010241e-06,-2.474361061370669e-05,0.09429044300172575,0.09636805325016014,0.09326487168126978,inner_race,Ch6,20
0.03724829527419144,0.15282261461765098,4.102808289418242,-0.11177609522502996,0.03672387574868915,0.1458495899090855,3.9715195342444645,-0.015343817930381753,0.04038944962936195,0.16453113460089785,4.07361665263417,0.060693004239483095,0.9651641912439862,0.9567851817370332,9.116067068207749e-06,-3.552679770479775e-05,-1.269737913071798e-05,0.09127375179144763,0.0907190718688636,0.09243087990335529,inner_race,Ch5,40
0.03521454107998694,0.1283049792800219,3.6435226853755576,0.016428474245327784,0.040507246769849986,0.18433468279488746,4.550659387991037,0.17496570574705883,0.04190328616796828,0.18017105042533532,4.2996878503305,-0.010289090935069023,0.9667661853903795,0.9548341368769137,2.7561291104563953e-19,1.819069710658036e-05,-3.613869444896588e-05,0.09456530939021654,0.09102265619550479,0.09998280004666574,inner_race,Ch6,40
0.03665036637148654,0.12594555681170239,3.4364064886861874,-0.16885907198815664,0.03703805750434989,0.20783836752168133,5.611481312087493,-0.007579333712204317,0.04084888718379761,0.17745938213493395,4.344289266350487,0.1638239929001828,0.9599524670417844,0.9413912531231591,5.1929024906397525e-05,-6.226345989500616e-06,1.3022952954584655e-06,0.09116888017527226,0.09155523013264907,0.09289965943325504,inner_race,Ch5,60
0.03503006110711409,0.14435260962052804,4.120820948017477,0.15746408152274238,0.040205701302382074,0.2823209291123106,7.021912812538949,0.24429995982202612,0.042864811744528476,0.2820559428770548,6.580127881071545,0.40583191072635305,0.9631876940042476,0.944836423786963,4.883607357968414e-05,-1.965571969234548e-05,-6.023115741493908e-06,0.09292461985476479,0.0927324939038867,0.09741962278145935,inner_race,Ch6,60
0.0372109283508886,0.1347546159685376,3.6213720522594715,-0.17121335782638347,0.03752233527958942,0.14131556618352809,3.7661719381415435,-0.09262004782993527,0.04103414090277692,0.18752195574385638,4.569900858608353,0.1371264775898715,0.9576091607669504,0.9710305350357314,-2.8650496500081393e-05,1.4650225857648704e-05,-1.9534429431875727e-06,0.09145939789806348,0.09073407301073252,0.09560814364871735,inner_race,Ch5,81
0.03713053832058782,0.142920023021258,3.849123376215985,0.03873142677208197,0.03999795532648824,0.2008295925422855,5.020996471019311,0.20531158648050196,0.04260266243544944,0.19648768482770165,4.612098718605092,0.22015634290639463,0.9638581686738346,0.9463124213848562,-7.488197948884679e-06,-2.2585764863874955e-05,-3.304574312225289e-05,0.09446985162576463,0.09490808732198398,0.09932436061063583,inner_race,Ch6,81
0.037118120397452076,0.15084537221392608,4.063928092228524,-0.10073050378735537,0.03700574838314314,0.16210961369511512,4.380660323814969,0.012836657200395951,0.04194750941881828,0.18211359278652403,4.3414637796070235,0.08079342234553177,0.961989185355908,0.9418035381868374,-1.709262575288929e-05,1.7580271029178214e-05,6.34868956535933e-06,0.09384813036642414,0.0913358832034409,0.09302231476356294,inner_race,Ch5,101
0.03495046552766738,0.13483777115422368,3.857967815835924,-0.10033152312231985,0.0406782492497314,0.19896110814058976,4.891093196246726,0.17688579099052903,0.042969375849698246,0.189536228708161,4.410960712371902,0.2948525778347566,0.9750231314896679,0.9593913848051814,-1.1069510011395392e-05,2.771334391405216e-05,1.129561110842785e-19,0.09764527516768122,0.09451065425245733,0.0953677005231279,inner_race,Ch6,101
0.03751312569649008,0.14390668340015345,3.836168826998548,-0.18747681283206852,0.03844708965147512,0.15410624333874845,4.008268109126845,-0.08097921940846531,0.0405474711617795,0.16685400274768775,4.115028581732273,0.2002223642121823,0.9565250913651575,0.9671316737685622,-6.67426338922363e-06,-7.203027713343676e-06,6.83705030115566e-06,0.09291856010971099,0.09130358038928191,0.09581150431363437,inner_race,Ch5,121
0.03538768975868884,0.13912472673286272,3.9314441739928228,0.04003352760269285,0.03969188999183671,0.16290947107904008,4.1043515718839565,0.1448874210298321,0.04289681470663859,0.2007016837611711,4.678708317475867,0.30914672429125023,0.9828791109188476,0.9634124360123186,-8.302132508546424e-06,1.2208521548039612e-06,-4.020836724727366e-05,0.09439541901232522,0.093738431322299,0.09676546422355502,inner_race,Ch6,121
0.03863393526595097,0.1408709766653181,3.6463015143443362,-0.1567731630386211,0.037548050127099004,0.17790935201073133,4.738178185245668,0.16055955329993044,0.042077368559432476,0.20236789590525647,4.809423755181375,0.16245628411510804,0.9739135068203962,0.9600240540759986,2.62086928210972e-05,-3.906726895372742e-06,-3.695262900862732e-05,0.09446459232790722,0.09429778490204317,0.0929997936470666,inner_race,Ch5,142
